"num_samples","batchsize: 8 (Batchsize: partner: IQL) - _step","batchsize: 8 (Batchsize: partner: IQL) - _step__MIN","batchsize: 8 (Batchsize: partner: IQL) - _step__MAX","batchsize: 8 (Batchsize: partner: IQL) - score","batchsize: 8 (Batchsize: partner: IQL) - score__MIN","batchsize: 8 (Batchsize: partner: IQL) - score__MAX","batchsize: 16 (Batchsize: partner: IQL) - _step","batchsize: 16 (Batchsize: partner: IQL) - _step__MIN","batchsize: 16 (Batchsize: partner: IQL) - _step__MAX","batchsize: 16 (Batchsize: partner: IQL) - score","batchsize: 16 (Batchsize: partner: IQL) - score__MIN","batchsize: 16 (Batchsize: partner: IQL) - score__MAX","batchsize: 32 (Batchsize: partner: IQL) - _step","batchsize: 32 (Batchsize: partner: IQL) - _step__MIN","batchsize: 32 (Batchsize: partner: IQL) - _step__MAX","batchsize: 32 (Batchsize: partner: IQL) - score","batchsize: 32 (Batchsize: partner: IQL) - score__MIN","batchsize: 32 (Batchsize: partner: IQL) - score__MAX","batchsize: 64 (Batchsize: partner: IQL) - _step","batchsize: 64 (Batchsize: partner: IQL) - _step__MIN","batchsize: 64 (Batchsize: partner: IQL) - _step__MAX","batchsize: 64 (Batchsize: partner: IQL) - score","batchsize: 64 (Batchsize: partner: IQL) - score__MIN","batchsize: 64 (Batchsize: partner: IQL) - score__MAX","batchsize: 128 (Batchsize: partner: IQL) - _step","batchsize: 128 (Batchsize: partner: IQL) - _step__MIN","batchsize: 128 (Batchsize: partner: IQL) - _step__MAX","batchsize: 128 (Batchsize: partner: IQL) - score","batchsize: 128 (Batchsize: partner: IQL) - score__MIN","batchsize: 128 (Batchsize: partner: IQL) - score__MAX","batchsize: 256 (Batchsize: partner: IQL) - _step","batchsize: 256 (Batchsize: partner: IQL) - _step__MIN","batchsize: 256 (Batchsize: partner: IQL) - _step__MAX","batchsize: 256 (Batchsize: partner: IQL) - score","batchsize: 256 (Batchsize: partner: IQL) - score__MIN","batchsize: 256 (Batchsize: partner: IQL) - score__MAX","batchsize: 512 (Batchsize: partner: IQL) - _step","batchsize: 512 (Batchsize: partner: IQL) - _step__MIN","batchsize: 512 (Batchsize: partner: IQL) - _step__MAX","batchsize: 512 (Batchsize: partner: IQL) - score","batchsize: 512 (Batchsize: partner: IQL) - score__MIN","batchsize: 512 (Batchsize: partner: IQL) - score__MAX","batchsize: 1024 (Batchsize: partner: IQL) - _step","batchsize: 1024 (Batchsize: partner: IQL) - _step__MIN","batchsize: 1024 (Batchsize: partner: IQL) - _step__MAX","batchsize: 1024 (Batchsize: partner: IQL) - score","batchsize: 1024 (Batchsize: partner: IQL) - score__MIN","batchsize: 1024 (Batchsize: partner: IQL) - score__MAX"
"3700328","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","23.36","23.36","23.36","","","","","","","","","","","","","","","","","",""
"3700649","","","","","","","","","","","","","369","369","369","23.199","23.199","23.199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3700681","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","23.207","23.207","23.207","","","","","","","","","","","","","","","","","",""
"3701150","","","","","","","424","424","424","23.066","23.066","23.066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3701195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","23.211","23.211","23.211","","","","","",""
"3702269","","","","","","","","","","","","","","","","","","","","","","","","","342","342","342","23.12","23.12","23.12","","","","","","","","","","","","","","","","","",""
"3702461","473","473","473","22.942","22.942","22.942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3702498","","","","","","","","","","","","","365","365","365","23.059","23.059","23.059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3702911","","","","","","","","","","","","","","","","","","","313","313","313","23.281","23.281","23.281","","","","","","","","","","","","","","","","","","","","","","","",""
"3703649","","","","","","","","","","","","","","","","","","","320","320","320","23.148","23.148","23.148","","","","","","","","","","","","","","","","","","","","","","","",""
"3703697","","","","","","","","","","","","","","","","","","","","","","","","","256","256","256","23.178","23.178","23.178","","","","","","","","","","","","","","","","","",""
"3703729","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.058","23.058","23.058","","","","","","","","","","","","","","","","","",""
"3704967","","","","","","","","","","","","","355","355","355","23.129","23.129","23.129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3705180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","23.087","23.087","23.087","","","","","","","","","","","",""
"3705450","","","","","","","","","","","","","","","","","","","","","","","","","257","257","257","23.28","23.28","23.28","","","","","","","","","","","","","","","","","",""
"3705553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","23.137","23.137","23.137"
"3705728","","","","","","","431","431","431","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3707709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","23.093","23.093","23.093"
"3708851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173","173","173","23.345","23.345","23.345","","","","","","","","","","","",""
"3709345","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","23.144","23.144","23.144","","","","","","","","","","","","","","","","","",""
"3709739","","","","","","","425","425","425","23.224","23.224","23.224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3710523","474","474","474","23.057","23.057","23.057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3710662","","","","","","","","","","","","","370","370","370","23.169","23.169","23.169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3710787","","","","","","","","","","","","","","","","","","","323","323","323","23.248","23.248","23.248","","","","","","","","","","","","","","","","","","","","","","","",""
"3712363","","","","","","","","","","","","","366","366","366","23.192","23.192","23.192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3712498","","","","","","","","","","","","","","","","","","","","","","","","","343","343","343","23.127","23.127","23.127","","","","","","","","","","","","","","","","","",""
"3712869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","23.223","23.223","23.223"
"3713385","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","23.287","23.287","23.287","","","","","","","","","","","","","","","","","",""
"3713575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136","136","136","23.201","23.201","23.201","","","","","",""
"3714613","","","","","","","","","","","","","","","","","","","314","314","314","23.24","23.24","23.24","","","","","","","","","","","","","","","","","","","","","","","",""
"3714634","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","23.142","23.142","23.142","","","","","","","","","","","","","","","","","",""
"3714707","","","","","","","432","432","432","23.181","23.181","23.181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3714818","","","","","","","","","","","","","356","356","356","23.294","23.294","23.294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3715054","","","","","","","","","","","","","","","","","","","","","","","","","256","256","256","23.006","23.006","23.006","","","","","","","","","","","","","","","","","",""
"3715225","","","","","","","","","","","","","","","","","","","321","321","321","23.216","23.216","23.216","","","","","","","","","","","","","","","","","","","","","","","",""
"3715628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","23.088","23.088","23.088","","","","","","","","","","","",""
"3718187","475","475","475","22.856","22.856","22.856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3718294","","","","","","","","","","","","","","","","","","","","","","","","","257","257","257","23.18","23.18","23.18","","","","","","","","","","","","","","","","","",""
"3718633","","","","","","","426","426","426","23.201","23.201","23.201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3718786","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.289","23.289","23.289","","","","","","","","","","","","","","","","","",""
"3720145","","","","","","","","","","","","","","","","","","","","","","","","","258","258","258","23.253","23.253","23.253","","","","","","","","","","","","","","","","","",""
"3721062","","","","","","","","","","","","","371","371","371","23.139","23.139","23.139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3722459","","","","","","","","","","","","","367","367","367","23.148","23.148","23.148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3722753","","","","","","","","","","","","","","","","","","","324","324","324","23.31","23.31","23.31","","","","","","","","","","","","","","","","","","","","","","","",""
"3723476","","","","","","","","","","","","","","","","","","","","","","","","","344","344","344","23.173","23.173","23.173","","","","","","","","","","","","","","","","","",""
"3723579","","","","","","","433","433","433","23.193","23.193","23.193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3724839","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","23.219","23.219","23.219","","","","","","","","","","","","","","","","","",""
"3725079","","","","","","","","","","","","","357","357","357","23.156","23.156","23.156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3725795","476","476","476","23.096","23.096","23.096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3726202","","","","","","","","","","","","","","","","","","","315","315","315","23.218","23.218","23.218","","","","","","","","","","","","","","","","","","","","","","","",""
"3726928","","","","","","","","","","","","","","","","","","","322","322","322","23.199","23.199","23.199","","","","","","","","","","","","","","","","","","","","","","","",""
"3727282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173","173","173","23.239","23.239","23.239","","","","","","","","","","","",""
"3727521","","","","","","","427","427","427","23.28","23.28","23.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3728079","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","23.162","23.162","23.162","","","","","","","","","","","","","","","","","",""
"3728783","","","","","","","","","","","","","","","","","","","","","","","","","256","256","256","23.134","23.134","23.134","","","","","","","","","","","","","","","","","",""
"3729772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","23.382","23.382","23.382","","","","","","","","","","","",""
"3729840","","","","","","","","","","","","","","","","","","","","","","","","","257","257","257","23.187","23.187","23.187","","","","","","","","","","","","","","","","","",""
"3731398","","","","","","","","","","","","","372","372","372","23.232","23.232","23.232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3732177","","","","","","","434","434","434","23.254","23.254","23.254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
